data_as_of,start_date,end_date,group,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,5-14 years,10.0,241,16.0,0.0,0.0,22.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,15-24 years,50.0,1009,52.0,31.0,0.0,72.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,18-29 years,109.0,1710,94.0,58.0,0.0,147.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,25-34 years,187.0,2211,171.0,105.0,0.0,257.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,30-39 years,284.0,2883,271.0,162.0,0.0,400.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,35-44 years,376.0,3403,340.0,208.0,12.0,520.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,40-49 years,549.0,4256,508.0,333.0,16.0,740.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,45-54 years,783.0,6032,744.0,473.0,18.0,1069.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,50-64 years,2205.0,17089,2274.0,1358.0,33.0,3149.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,55-64 years,1756.0,13477,1849.0,1097.0,23.0,2529.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,65-74 years,2922.0,24327,3038.0,1781.0,38.0,4215.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,75-84 years,3308.0,33923,3453.0,1840.0,45.0,4962.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arizona,Female,85 years and over,3103.0,42094,2982.0,1461.0,37.0,4659.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,All Ages,12663.0,140174,13453.0,6060.0,287.0,20323.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,Under 1 year,0.0,987,25.0,0.0,0.0,29.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,0-17 years,21.0,1735,47.0,0.0,0.0,66.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,1-4 years,0.0,188,10.0,0.0,0.0,14.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,5-14 years,11.0,289,0.0,0.0,0.0,18.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,15-24 years,30.0,1570,37.0,13.0,0.0,56.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,18-29 years,89.0,2507,88.0,43.0,0.0,138.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,25-34 years,164.0,2852,150.0,80.0,0.0,238.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,30-39 years,240.0,3760,204.0,104.0,0.0,346.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,35-44 years,365.0,4888,326.0,155.0,14.0,549.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,40-49 years,554.0,6363,525.0,273.0,17.0,822.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,45-54 years,789.0,8832,782.0,403.0,21.0,1188.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,50-64 years,2309.0,25410,2451.0,1227.0,77.0,3606.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,55-64 years,1846.0,20169,1976.0,996.0,63.0,2886.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,65-74 years,2980.0,31094,3288.0,1563.0,68.0,4766.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,75-84 years,3498.0,36050,3816.0,1650.0,56.0,5716.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,All Sexes,85 years and over,2972.0,33255,3034.0,1194.0,55.0,4863.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,All Ages,6763.0,73778,7375.0,3400.0,134.0,10865.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,Under 1 year,0.0,533,12.0,0.0,0.0,13.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,0-17 years,10.0,1027,25.0,0.0,0.0,33.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,1-4 years,0.0,112,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,5-14 years,0.0,173,0.0,0.0,0.0,10.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,15-24 years,14.0,1155,22.0,0.0,0.0,31.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,18-29 years,52.0,1796,48.0,20.0,0.0,82.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,25-34 years,93.0,1941,74.0,37.0,0.0,133.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,30-39 years,135.0,2431,107.0,57.0,0.0,188.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,35-44 years,207.0,3052,175.0,82.0,0.0,306.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,40-49 years,310.0,3845,280.0,148.0,0.0,451.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,45-54 years,483.0,5330,427.0,241.0,0.0,677.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,50-64 years,1370.0,15292,1412.0,715.0,38.0,2104.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,55-64 years,1071.0,12095,1150.0,574.0,33.0,1680.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,65-74 years,1693.0,17862,1878.0,898.0,34.0,2704.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,75-84 years,1929.0,18549,2151.0,968.0,31.0,3141.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Male,85 years and over,1264.0,12976,1474.0,590.0,15.0,2162.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,All Ages,5900.0,66396,6078.0,2660.0,153.0,9458.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,Under 1 year,0.0,454,13.0,0.0,0.0,16.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,0-17 years,11.0,708,22.0,0.0,0.0,33.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,1-4 years,0.0,76,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,5-14 years,0.0,116,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,15-24 years,16.0,415,15.0,0.0,0.0,25.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,18-29 years,37.0,711,40.0,23.0,0.0,56.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,25-34 years,71.0,911,76.0,43.0,0.0,105.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,30-39 years,105.0,1329,97.0,47.0,0.0,158.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,35-44 years,158.0,1836,151.0,73.0,0.0,243.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,40-49 years,244.0,2518,245.0,125.0,0.0,371.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,45-54 years,306.0,3502,355.0,162.0,12.0,511.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,50-64 years,939.0,10118,1039.0,512.0,39.0,1502.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,55-64 years,775.0,8074,826.0,422.0,30.0,1206.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,65-74 years,1287.0,13232,1410.0,665.0,34.0,2062.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,75-84 years,1569.0,17501,1665.0,682.0,25.0,2575.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Arkansas,Female,85 years and over,1708.0,20279,1560.0,604.0,40.0,2701.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,All Ages,109248.0,1178346,125177.0,62152.0,1753.0,173938.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,Under 1 year,42.0,6265,88.0,16.0,0.0,117.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,0-17 years,156.0,11428,267.0,42.0,40.0,420.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,1-4 years,28.0,1209,68.0,0.0,16.0,106.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,5-14 years,40.0,1971,76.0,10.0,15.0,120.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,15-24 years,339.0,13508,348.0,154.0,20.0,552.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,18-29 years,824.0,24470,844.0,387.0,39.0,1318.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,25-34 years,1521.0,29693,1449.0,729.0,60.0,2299.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,30-39 years,2374.0,35700,2241.0,1202.0,73.0,3481.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,35-44 years,3518.0,41530,3286.0,1878.0,82.0,5003.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,40-49 years,5421.0,50786,5021.0,3048.0,95.0,7485.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,45-54 years,8134.0,69841,7656.0,4689.0,133.0,11229.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,50-64 years,21951.0,190777,22517.0,13266.0,357.0,31545.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,55-64 years,17104.0,149144,17919.0,10463.0,275.0,24823.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,65-74 years,23974.0,224162,27923.0,14601.0,323.0,37594.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,75-84 years,26050.0,275154,32149.0,15268.0,391.0,43300.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,All Sexes,85 years and over,28498.0,365869,34215.0,14338.0,435.0,48795.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,All Ages,63744.0,634847,71866.0,37160.0,889.0,99287.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,Under 1 year,25.0,3450,52.0,0.0,0.0,69.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,0-17 years,85.0,6577,137.0,25.0,24.0,220.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,1-4 years,13.0,676,37.0,0.0,11.0,56.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,5-14 years,22.0,1093,33.0,0.0,0.0,57.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,15-24 years,224.0,10036,226.0,107.0,0.0,350.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,18-29 years,556.0,18476,557.0,257.0,17.0,873.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,25-34 years,1028.0,22081,956.0,487.0,33.0,1529.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,30-39 years,1633.0,25812,1511.0,830.0,40.0,2350.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,35-44 years,2397.0,28917,2160.0,1268.0,43.0,3328.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,40-49 years,3695.0,33902,3262.0,2059.0,51.0,4946.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,45-54 years,5650.0,45694,5062.0,3252.0,74.0,7531.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,50-64 years,14733.0,122263,14457.0,8845.0,213.0,20549.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,55-64 years,11343.0,95083,11398.0,6882.0,167.0,16018.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,65-74 years,14985.0,132862,17035.0,9133.0,191.0,23058.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,75-84 years,14897.0,145083,18340.0,8906.0,187.0,24508.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Male,85 years and over,13160.0,149872,16567.0,7105.0,166.0,22783.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,All Ages,45504.0,543499,53311.0,24992.0,864.0,74651.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,Under 1 year,17.0,2815,36.0,0.0,0.0,48.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,0-17 years,71.0,4851,130.0,17.0,16.0,200.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,1-4 years,15.0,533,31.0,0.0,0.0,50.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,5-14 years,18.0,878,43.0,0.0,0.0,63.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,15-24 years,115.0,3472,122.0,47.0,13.0,202.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,18-29 years,268.0,5994,287.0,130.0,22.0,445.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,25-34 years,493.0,7612,493.0,242.0,27.0,770.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,30-39 years,741.0,9888,730.0,372.0,33.0,1131.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,35-44 years,1121.0,12613,1126.0,610.0,39.0,1675.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,40-49 years,1726.0,16884,1759.0,989.0,44.0,2539.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,45-54 years,2484.0,24147,2594.0,1437.0,59.0,3698.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,50-64 years,7218.0,68514,8060.0,4421.0,144.0,10996.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,55-64 years,5761.0,54061,6521.0,3581.0,108.0,8805.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,65-74 years,8989.0,91300,10888.0,5468.0,132.0,14536.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,75-84 years,11153.0,130071,13809.0,6362.0,204.0,18792.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,California,Female,85 years and over,15338.0,215997,17648.0,7233.0,269.0,26012.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,All Ages,15378.0,176094,15215.0,7850.0,394.0,23118.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,Under 1 year,15.0,1171,21.0,0.0,0.0,35.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,0-17 years,31.0,2248,56.0,0.0,0.0,88.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,1-4 years,0.0,192,16.0,0.0,0.0,20.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,5-14 years,0.0,404,14.0,0.0,0.0,23.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,15-24 years,53.0,2740,57.0,18.0,0.0,98.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,18-29 years,107.0,4653,110.0,41.0,10.0,185.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,25-34 years,168.0,5519,182.0,73.0,0.0,284.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,30-39 years,267.0,6638,292.0,125.0,13.0,447.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,35-44 years,388.0,7390,401.0,182.0,15.0,622.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,40-49 years,623.0,8339,598.0,321.0,17.0,917.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,45-54 years,946.0,10650,886.0,517.0,29.0,1343.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,50-64 years,2582.0,28027,2587.0,1410.0,87.0,3843.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,55-64 years,2033.0,21839,2066.0,1111.0,69.0,3055.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,65-74 years,3361.0,34823,3607.0,1925.0,78.0,5118.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,75-84 years,4008.0,41652,4141.0,2145.0,71.0,6072.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,All Sexes,85 years and over,4399.0,49714,3824.0,1876.0,110.0,6448.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,All Ages,8723.0,94680,8801.0,4730.0,177.0,12962.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,Under 1 year,0.0,630,12.0,0.0,0.0,18.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,0-17 years,17.0,1317,31.0,0.0,0.0,49.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,1-4 years,0.0,114,0.0,0.0,0.0,12.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,5-14 years,0.0,251,0.0,0.0,0.0,14.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,15-24 years,34.0,1997,35.0,11.0,0.0,63.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,18-29 years,70.0,3462,71.0,26.0,0.0,121.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,25-34 years,116.0,4031,124.0,53.0,0.0,190.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,30-39 years,190.0,4695,196.0,93.0,0.0,301.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,35-44 years,265.0,5005,243.0,120.0,10.0,398.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,40-49 years,414.0,5437,362.0,203.0,10.0,583.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,45-54 years,630.0,6870,563.0,340.0,16.0,869.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,50-64 years,1707.0,17580,1635.0,931.0,47.0,2457.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,55-64 years,1341.0,13593,1301.0,731.0,37.0,1947.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,65-74 years,2032.0,20337,2195.0,1198.0,34.0,3063.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,75-84 years,2303.0,21858,2430.0,1307.0,26.0,3450.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Male,85 years and over,1990.0,19994,1881.0,968.0,40.0,2938.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,All Ages,6655.0,81414,6414.0,3120.0,217.0,10156.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,Under 1 year,0.0,541,0.0,0.0,0.0,17.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,0-17 years,14.0,931,25.0,0.0,0.0,39.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,1-4 years,0.0,78,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,5-14 years,0.0,153,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,15-24 years,19.0,743,22.0,0.0,0.0,35.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,18-29 years,37.0,1191,39.0,15.0,0.0,64.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,25-34 years,52.0,1488,58.0,20.0,0.0,94.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,30-39 years,77.0,1943,96.0,32.0,0.0,146.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,35-44 years,123.0,2385,158.0,62.0,0.0,224.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,40-49 years,209.0,2902,236.0,118.0,0.0,334.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,45-54 years,316.0,3780,323.0,177.0,13.0,474.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,50-64 years,875.0,10447,952.0,479.0,40.0,1386.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,55-64 years,692.0,8246,765.0,380.0,32.0,1108.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,65-74 years,1329.0,14486,1412.0,727.0,44.0,2055.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,75-84 years,1705.0,19794,1711.0,838.0,45.0,2622.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Colorado,Female,85 years and over,2409.0,29720,1943.0,908.0,70.0,3510.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,All Ages,12571.0,130502,10461.0,4082.0,216.0,19153.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,Under 1 year,0.0,553,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,0-17 years,15.0,922,14.0,0.0,0.0,32.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,1-4 years,0.0,79,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,5-14 years,0.0,130,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,15-24 years,16.0,961,15.0,0.0,0.0,29.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,18-29 years,37.0,1776,28.0,11.0,0.0,58.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,25-34 years,77.0,2387,52.0,21.0,0.0,112.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,30-39 years,126.0,3174,84.0,31.0,0.0,180.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,35-44 years,178.0,3728,132.0,52.0,0.0,259.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,40-49 years,263.0,4292,187.0,80.0,0.0,377.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,45-54 years,451.0,6241,336.0,155.0,15.0,646.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,50-64 years,1598.0,18812,1345.0,600.0,33.0,2374.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,55-64 years,1304.0,14897,1111.0,490.0,24.0,1948.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,65-74 years,2226.0,22331,2026.0,821.0,39.0,3465.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,75-84 years,3244.0,31320,2837.0,1093.0,58.0,5043.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,All Sexes,85 years and over,5062.0,47875,3940.0,1444.0,69.0,7624.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,All Ages,6410.0,65942,5628.0,2227.0,94.0,9897.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,Under 1 year,0.0,336,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,0-17 years,0.0,571,0.0,0.0,0.0,16.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,1-4 years,0.0,46,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,5-14 years,0.0,72,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,15-24 years,0.0,690,0.0,0.0,0.0,15.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,18-29 years,23.0,1300,20.0,0.0,0.0,37.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,25-34 years,47.0,1728,29.0,11.0,0.0,66.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,30-39 years,81.0,2224,40.0,18.0,0.0,103.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,35-44 years,117.0,2525,79.0,37.0,0.0,160.0
